Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Isolation_Source,Lat_Lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,HOST,samp_size,ref_biomaterial,Source_material_ID
SRR12512320,WGS,502,1956211170,PRJNA590225,SAMN15897790,Metagenome or environmental,1124578841,NANYANG TECHNOLOGICAL UNIVERSITY,2019-01-10,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX9003004,Italy,Europe,Italy,Illumina HiSeq 2500,sputum,45.458941 N 9.198502 E,MG_ IT197,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:34:00Z,1,MG_ IT197,SRP230357,,,,
SRR12512321,WGS,502,2060164326,PRJNA590225,SAMN15897870,Metagenome or environmental,1160625093,NANYANG TECHNOLOGICAL UNIVERSITY,2019-03-31,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX9003003,Singapore,Asia,Singapore,Illumina HiSeq 2500,sputum,1.321577 N 103.849033 E,MG_ TT0012,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:37:00Z,1,MG_ TT0012,SRP230357,,,,
SRR12512322,WGS,502,1851354916,PRJNA590225,SAMN15897869,Metagenome or environmental,1039625956,NANYANG TECHNOLOGICAL UNIVERSITY,2019-03-30,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX9003002,Singapore,Asia,Singapore,Illumina HiSeq 2500,sputum,1.321577 N 103.849033 E,MG_ TT0011,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:34:00Z,1,MG_ TT0011,SRP230357,,,,
SRR12512323,WGS,502,1679007272,PRJNA590225,SAMN15897868,Metagenome or environmental,1038724078,NANYANG TECHNOLOGICAL UNIVERSITY,2019-03-29,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX9003001,Singapore,Asia,Singapore,Illumina HiSeq 2500,sputum,1.321577 N 103.849033 E,MG_ TT0009,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:34:00Z,1,MG_ TT0009,SRP230357,,,,
SRR12512324,WGS,502,1749512168,PRJNA590225,SAMN15897867,Metagenome or environmental,1078057240,NANYANG TECHNOLOGICAL UNIVERSITY,2019-03-28,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX9003000,Singapore,Asia,Singapore,Illumina HiSeq 2500,sputum,1.321577 N 103.849033 E,MG_ TT0006,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:33:00Z,1,MG_ TT0006,SRP230357,,,,
SRR12512325,WGS,502,1982306134,PRJNA590225,SAMN15897866,Metagenome or environmental,1118933526,NANYANG TECHNOLOGICAL UNIVERSITY,2019-03-27,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX9002999,Singapore,Asia,Singapore,Illumina HiSeq 2500,sputum,1.321577 N 103.849033 E,MG_ TT0005,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:34:00Z,1,MG_ TT0005,SRP230357,,,,
SRR12512326,WGS,502,1773870714,PRJNA590225,SAMN15897865,Metagenome or environmental,1030505292,NANYANG TECHNOLOGICAL UNIVERSITY,2019-03-26,public,"fastq,sra,run.zq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX9002998,Singapore,Asia,Singapore,Illumina HiSeq 2500,sputum,1.321577 N 103.849033 E,MG_ TT0003,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:36:00Z,1,MG_ TT0003,SRP230357,,,,
SRR12512327,WGS,502,2126869082,PRJNA590225,SAMN15897864,Metagenome or environmental,1325080706,NANYANG TECHNOLOGICAL UNIVERSITY,2019-03-25,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX9002997,United Kingdom,Europe,United Kingdom: Scotland,Illumina HiSeq 2500,sputum,56.464021 N 3.039161 W,MG_ TBS670,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:37:00Z,1,MG_ TBS670,SRP230357,,,,
SRR12512328,WGS,502,2170186160,PRJNA590225,SAMN15897863,Metagenome or environmental,1211611468,NANYANG TECHNOLOGICAL UNIVERSITY,2019-03-24,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX9002996,United Kingdom,Europe,United Kingdom: Scotland,Illumina HiSeq 2500,sputum,56.464021 N 3.039161 W,MG_ TBS668,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:36:00Z,1,MG_ TBS668,SRP230357,,,,
SRR12512329,WGS,502,1818976920,PRJNA590225,SAMN15897862,Metagenome or environmental,1141753940,NANYANG TECHNOLOGICAL UNIVERSITY,2019-03-23,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX9002995,United Kingdom,Europe,United Kingdom: Scotland,Illumina HiSeq 2500,sputum,56.464021 N 3.039161 W,MG_ TBS664,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:34:00Z,1,MG_ TBS664,SRP230357,,,,
SRR12512330,WGS,502,1903369646,PRJNA590225,SAMN15897861,Metagenome or environmental,1077838667,NANYANG TECHNOLOGICAL UNIVERSITY,2019-03-22,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX9002994,United Kingdom,Europe,United Kingdom: Scotland,Illumina HiSeq 2500,sputum,56.464021 N 3.039161 W,MG_ TBS663,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:34:00Z,1,MG_ TBS663,SRP230357,,,,
SRR12512331,WGS,502,2036798736,PRJNA590225,SAMN15897789,Metagenome or environmental,1191839008,NANYANG TECHNOLOGICAL UNIVERSITY,2019-01-09,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX9002993,Italy,Europe,Italy,Illumina HiSeq 2500,sputum,45.458941 N 9.198502 E,MG_ IT173,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:35:00Z,1,MG_ IT173,SRP230357,,,,
SRR12512332,WGS,502,1497637182,PRJNA590225,SAMN15897860,Metagenome or environmental,926145531,NANYANG TECHNOLOGICAL UNIVERSITY,2019-03-21,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9002992,United Kingdom,Europe,United Kingdom: Scotland,Illumina HiSeq 2500,sputum,56.464021 N 3.039161 W,MG_ TBS596,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:34:00Z,1,MG_ TBS596,SRP230357,,,,
SRR12512333,WGS,502,1862524918,PRJNA590225,SAMN15897859,Metagenome or environmental,1154333595,NANYANG TECHNOLOGICAL UNIVERSITY,2019-03-20,public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX9002991,United Kingdom,Europe,United Kingdom: Scotland,Illumina HiSeq 2500,sputum,56.464021 N 3.039161 W,MG_ TBS556,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:37:00Z,1,MG_ TBS556,SRP230357,,,,
SRR12512334,WGS,502,1516098232,PRJNA590225,SAMN15897858,Metagenome or environmental,857918708,NANYANG TECHNOLOGICAL UNIVERSITY,2019-03-19,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX9002990,United Kingdom,Europe,United Kingdom: Scotland,Illumina HiSeq 2500,sputum,56.464021 N 3.039161 W,MG_ TBS524,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:37:00Z,1,MG_ TBS524,SRP230357,,,,
SRR12512335,WGS,502,1548209666,PRJNA590225,SAMN15897857,Metagenome or environmental,899076051,NANYANG TECHNOLOGICAL UNIVERSITY,2019-03-18,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX9002989,United Kingdom,Europe,United Kingdom: Scotland,Illumina HiSeq 2500,sputum,56.464021 N 3.039161 W,MG_ TBS516,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:34:00Z,1,MG_ TBS516,SRP230357,,,,
SRR12512336,WGS,502,1557758208,PRJNA590225,SAMN15897856,Metagenome or environmental,872860849,NANYANG TECHNOLOGICAL UNIVERSITY,2019-03-17,public,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX9002988,United Kingdom,Europe,United Kingdom: Scotland,Illumina HiSeq 2500,sputum,56.464021 N 3.039161 W,MG_ TBS480,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:34:00Z,1,MG_ TBS480,SRP230357,,,,
SRR12512337,WGS,502,1700977302,PRJNA590225,SAMN15897855,Metagenome or environmental,955791724,NANYANG TECHNOLOGICAL UNIVERSITY,2019-03-16,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX9002987,United Kingdom,Europe,United Kingdom: Scotland,Illumina HiSeq 2500,sputum,56.464021 N 3.039161 W,MG_ TBS469,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:33:00Z,1,MG_ TBS469,SRP230357,,,,
SRR12512338,WGS,502,1869187462,PRJNA590225,SAMN15897854,Metagenome or environmental,1047385618,NANYANG TECHNOLOGICAL UNIVERSITY,2019-03-15,public,"sra,run.zq,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX9002986,United Kingdom,Europe,United Kingdom: Scotland,Illumina HiSeq 2500,sputum,56.464021 N 3.039161 W,MG_ TBS468,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:34:00Z,1,MG_ TBS468,SRP230357,,,,
SRR12512339,WGS,502,2172744352,PRJNA590225,SAMN15897795,Metagenome or environmental,1222881735,NANYANG TECHNOLOGICAL UNIVERSITY,2019-01-15,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX9002985,Italy,Europe,Italy,Illumina HiSeq 2500,sputum,45.458941 N 9.198502 E,MG_ IT236,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:34:00Z,1,MG_ IT236,SRP230357,,,,
SRR12512340,WGS,502,2322118970,PRJNA590225,SAMN15897794,Metagenome or environmental,1305502211,NANYANG TECHNOLOGICAL UNIVERSITY,2019-01-14,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX9002984,Italy,Europe,Italy,Illumina HiSeq 2500,sputum,45.458941 N 9.198502 E,MG_ IT230,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:34:00Z,1,MG_ IT230,SRP230357,,,,
SRR12512341,WGS,502,4765532686,PRJNA590225,SAMN15897909,Metagenome or environmental,3157233127,NANYANG TECHNOLOGICAL UNIVERSITY,2019-05-09,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX9002983,United Kingdom,Europe,United Kingdom: Scotland,Illumina HiSeq 2500,sputum,56.464021 N 3.039161 W,MG_ TTS1330,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:38:00Z,1,MG_ TTS1330,SRP230357,,,,
SRR12512342,WGS,502,5817979200,PRJNA590225,SAMN15897908,Metagenome or environmental,3616223185,NANYANG TECHNOLOGICAL UNIVERSITY,2019-05-08,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX9002982,United Kingdom,Europe,United Kingdom: Scotland,Illumina HiSeq 2500,sputum,56.464021 N 3.039161 W,MG_ TTS1320,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:40:00Z,1,MG_ TTS1320,SRP230357,,,,
SRR12512343,WGS,502,5628992766,PRJNA590225,SAMN15897907,Metagenome or environmental,3487687910,NANYANG TECHNOLOGICAL UNIVERSITY,2019-05-07,public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX9002981,United Kingdom,Europe,United Kingdom: Scotland,Illumina HiSeq 2500,sputum,56.464021 N 3.039161 W,MG_ TTS1272,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:44:00Z,1,MG_ TTS1272,SRP230357,,,,
SRR12512344,WGS,502,6243497492,PRJNA590225,SAMN15897906,Metagenome or environmental,4167722854,NANYANG TECHNOLOGICAL UNIVERSITY,2019-05-06,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX9002980,United Kingdom,Europe,United Kingdom: Scotland,Illumina HiSeq 2500,sputum,56.464021 N 3.039161 W,MG_ TTS1263,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:41:00Z,1,MG_ TTS1263,SRP230357,,,,
SRR12512345,WGS,502,1926720678,PRJNA590225,SAMN15897905,Metagenome or environmental,1162155047,NANYANG TECHNOLOGICAL UNIVERSITY,2019-05-05,public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX9002979,United Kingdom,Europe,United Kingdom: Scotland,Illumina HiSeq 2500,sputum,56.464021 N 3.039161 W,MG_ TTS1223,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:37:00Z,1,MG_ TTS1223,SRP230357,,,,
SRR12512346,WGS,502,1798092214,PRJNA590225,SAMN15897904,Metagenome or environmental,1062957220,NANYANG TECHNOLOGICAL UNIVERSITY,2019-05-04,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX9002978,United Kingdom,Europe,United Kingdom: Scotland,Illumina HiSeq 2500,sputum,56.464021 N 3.039161 W,MG_ TTS1214,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:37:00Z,1,MG_ TTS1214,SRP230357,,,,
SRR12512347,WGS,502,1842092012,PRJNA590225,SAMN15897903,Metagenome or environmental,1085297644,NANYANG TECHNOLOGICAL UNIVERSITY,2019-05-03,public,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX9002977,United Kingdom,Europe,United Kingdom: Scotland,Illumina HiSeq 2500,sputum,56.464021 N 3.039161 W,MG_ TTS1212,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:34:00Z,1,MG_ TTS1212,SRP230357,,,,
SRR12512348,WGS,502,1827050586,PRJNA590225,SAMN15897902,Metagenome or environmental,1072328199,NANYANG TECHNOLOGICAL UNIVERSITY,2019-05-02,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX9002976,United Kingdom,Europe,United Kingdom: Scotland,Illumina HiSeq 2500,sputum,56.464021 N 3.039161 W,MG_ TTS1210,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:34:00Z,1,MG_ TTS1210,SRP230357,,,,
SRR12512349,WGS,502,1541328250,PRJNA590225,SAMN15897901,Metagenome or environmental,898883774,NANYANG TECHNOLOGICAL UNIVERSITY,2019-05-01,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX9002975,United Kingdom,Europe,United Kingdom: Scotland,Illumina HiSeq 2500,sputum,56.464021 N 3.039161 W,MG_ TTS1205,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:37:00Z,1,MG_ TTS1205,SRP230357,,,,
SRR12512350,WGS,502,2465192986,PRJNA590225,SAMN15897793,Metagenome or environmental,1401950049,NANYANG TECHNOLOGICAL UNIVERSITY,2019-01-13,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX9002974,Italy,Europe,Italy,Illumina HiSeq 2500,sputum,45.458941 N 9.198502 E,MG_ IT226,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:38:00Z,1,MG_ IT226,SRP230357,,,,
SRR12512351,WGS,502,1521905368,PRJNA590225,SAMN15897900,Metagenome or environmental,904090997,NANYANG TECHNOLOGICAL UNIVERSITY,2019-04-30,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX9002973,United Kingdom,Europe,United Kingdom: Scotland,Illumina HiSeq 2500,sputum,56.464021 N 3.039161 W,MG_ TTS1204,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:34:00Z,1,MG_ TTS1204,SRP230357,,,,
SRR12512352,WGS,502,1733291042,PRJNA590225,SAMN15897899,Metagenome or environmental,1020987491,NANYANG TECHNOLOGICAL UNIVERSITY,2019-04-29,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX9002972,United Kingdom,Europe,United Kingdom: Scotland,Illumina HiSeq 2500,sputum,56.464021 N 3.039161 W,MG_ TTS1200,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:34:00Z,1,MG_ TTS1200,SRP230357,,,,
SRR12512353,WGS,502,1958176500,PRJNA590225,SAMN15897898,Metagenome or environmental,1269680796,NANYANG TECHNOLOGICAL UNIVERSITY,2019-04-28,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX9002971,United Kingdom,Europe,United Kingdom: Scotland,Illumina HiSeq 2500,sputum,56.464021 N 3.039161 W,MG_ TTS1194,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:38:00Z,1,MG_ TTS1194,SRP230357,,,,
SRR12512354,WGS,502,1488264340,PRJNA590225,SAMN15897897,Metagenome or environmental,956930633,NANYANG TECHNOLOGICAL UNIVERSITY,2019-04-27,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX9002970,United Kingdom,Europe,United Kingdom: Scotland,Illumina HiSeq 2500,sputum,56.464021 N 3.039161 W,MG_ TTS1189,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:37:00Z,1,MG_ TTS1189,SRP230357,,,,
SRR12512355,WGS,502,1757435234,PRJNA590225,SAMN15897896,Metagenome or environmental,1154378872,NANYANG TECHNOLOGICAL UNIVERSITY,2019-04-26,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9002969,United Kingdom,Europe,United Kingdom: Scotland,Illumina HiSeq 2500,sputum,56.464021 N 3.039161 W,MG_ TTS1188,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:35:00Z,1,MG_ TTS1188,SRP230357,,,,
SRR12512356,WGS,502,1415543616,PRJNA590225,SAMN15897895,Metagenome or environmental,913922397,NANYANG TECHNOLOGICAL UNIVERSITY,2019-04-25,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX9002968,United Kingdom,Europe,United Kingdom: Scotland,Illumina HiSeq 2500,sputum,56.464021 N 3.039161 W,MG_ TTS1160,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:34:00Z,1,MG_ TTS1160,SRP230357,,,,
SRR12512357,WGS,502,1590813402,PRJNA590225,SAMN15897894,Metagenome or environmental,962777884,NANYANG TECHNOLOGICAL UNIVERSITY,2019-04-24,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX9002967,United Kingdom,Europe,United Kingdom: Scotland,Illumina HiSeq 2500,sputum,56.464021 N 3.039161 W,MG_ TTS1149,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:34:00Z,1,MG_ TTS1149,SRP230357,,,,
SRR12512358,WGS,502,1778727062,PRJNA590225,SAMN15897893,Metagenome or environmental,1030091162,NANYANG TECHNOLOGICAL UNIVERSITY,2019-04-23,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX9002966,United Kingdom,Europe,United Kingdom: Scotland,Illumina HiSeq 2500,sputum,56.464021 N 3.039161 W,MG_ TTS1134,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:34:00Z,1,MG_ TTS1134,SRP230357,,,,
SRR12512359,WGS,502,1855520512,PRJNA590225,SAMN15897892,Metagenome or environmental,1048360188,NANYANG TECHNOLOGICAL UNIVERSITY,2019-04-22,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX9002965,United Kingdom,Europe,United Kingdom: Scotland,Illumina HiSeq 2500,sputum,56.464021 N 3.039161 W,MG_ TTS1131,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:34:00Z,1,MG_ TTS1131,SRP230357,,,,
SRR12512360,WGS,502,2069788670,PRJNA590225,SAMN15897891,Metagenome or environmental,1190427711,NANYANG TECHNOLOGICAL UNIVERSITY,2019-04-21,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX9002964,United Kingdom,Europe,United Kingdom: Scotland,Illumina HiSeq 2500,sputum,56.464021 N 3.039161 W,MG_ TTS1122,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:34:00Z,1,MG_ TTS1122,SRP230357,,,,
SRR12512361,WGS,502,2119974614,PRJNA590225,SAMN15897792,Metagenome or environmental,1210489445,NANYANG TECHNOLOGICAL UNIVERSITY,2019-01-12,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX9002963,Italy,Europe,Italy,Illumina HiSeq 2500,sputum,45.458941 N 9.198502 E,MG_ IT222,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:37:00Z,1,MG_ IT222,SRP230357,,,,
SRR12512362,WGS,502,2372708020,PRJNA590225,SAMN15897890,Metagenome or environmental,1394670776,NANYANG TECHNOLOGICAL UNIVERSITY,2019-04-20,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX9002962,United Kingdom,Europe,United Kingdom: Scotland,Illumina HiSeq 2500,sputum,56.464021 N 3.039161 W,MG_ TTS1120,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:34:00Z,1,MG_ TTS1120,SRP230357,,,,
SRR12512363,WGS,502,2527954532,PRJNA590225,SAMN15897889,Metagenome or environmental,1461046537,NANYANG TECHNOLOGICAL UNIVERSITY,2019-04-19,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX9002961,United Kingdom,Europe,United Kingdom: Scotland,Illumina HiSeq 2500,sputum,56.464021 N 3.039161 W,MG_ TTS1118,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:35:00Z,1,MG_ TTS1118,SRP230357,,,,
SRR12512364,WGS,502,1840472560,PRJNA590225,SAMN15897888,Metagenome or environmental,1058963462,NANYANG TECHNOLOGICAL UNIVERSITY,2019-04-18,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX9002960,United Kingdom,Europe,United Kingdom: Scotland,Illumina HiSeq 2500,sputum,56.464021 N 3.039161 W,MG_ TTS1115,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:34:00Z,1,MG_ TTS1115,SRP230357,,,,
SRR12512365,WGS,502,1714207512,PRJNA590225,SAMN15897887,Metagenome or environmental,975505825,NANYANG TECHNOLOGICAL UNIVERSITY,2019-04-17,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX9002959,United Kingdom,Europe,United Kingdom: Scotland,Illumina HiSeq 2500,sputum,56.464021 N 3.039161 W,MG_ TTS1111,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:34:00Z,1,MG_ TTS1111,SRP230357,,,,
SRR12512366,WGS,502,1798864290,PRJNA590225,SAMN15897886,Metagenome or environmental,1027307021,NANYANG TECHNOLOGICAL UNIVERSITY,2019-04-16,public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX9002958,United Kingdom,Europe,United Kingdom: Scotland,Illumina HiSeq 2500,sputum,56.464021 N 3.039161 W,MG_ TTS1108,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:34:00Z,1,MG_ TTS1108,SRP230357,,,,
SRR12512367,WGS,502,1843306350,PRJNA590225,SAMN15897885,Metagenome or environmental,1051525459,NANYANG TECHNOLOGICAL UNIVERSITY,2019-04-15,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX9002957,United Kingdom,Europe,United Kingdom: Scotland,Illumina HiSeq 2500,sputum,56.464021 N 3.039161 W,MG_ TTS1106,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:34:00Z,1,MG_ TTS1106,SRP230357,,,,
SRR12512368,WGS,502,1864095174,PRJNA590225,SAMN15897884,Metagenome or environmental,1055282597,NANYANG TECHNOLOGICAL UNIVERSITY,2019-04-14,public,"fastq,sra,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX9002956,Singapore,Asia,Singapore,Illumina HiSeq 2500,sputum,1.321577 N 103.849033 E,MG_ TT0069,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:35:00Z,1,MG_ TT0069,SRP230357,,,,
